Ticker,Date,Year,Title,Sentiment,Source
VRE,2024-05-02,2024,"Vincom Retail (VRE): Lãi nghìn tỷ quý thứ 5 liên tiếp, lên kế hoạch đầu tư 10.000 tỷ đồng",positive,tapchicongthuong.vn
VRE,2024-04-27,2024,"Quý 1/2024, Vingroup lãi sau thuế hơn 1.300 tỷ, tăng 126% so với cùng kỳ",positive,vneconomy.vn
VRE,2024-04-24,2024,"VRE: CBTT Điều lệ Công ty được sửa đổi, bổ sung",neutral,www.hsx.vn
VRE,2024-04-24,2024,VRE: CBTT Biên bản họp và Nghị quyết ĐHĐCĐ thường niên năm 2024,neutral,www.hsx.vn
VRE,2024-04-23,2024,VRE: Thông báo thay đổi nhân sự,neutral,www.hsx.vn
VRE,2024-04-15,2024,VRE: Công bố Báo cáo thường niên 2023,neutral,www.hsx.vn
VRE,2024-04-08,2024,Quy mô rút ròng các ETF giảm đáng kể trong tuần qua,negative,vneconomy.vn
VRE,2024-04-08,2024,VRE: Thông báo về việc Vincom Retail không còn là công ty con của VGR,neutral,www.hsx.vn
VRE,2024-04-07,2024,Vingroup đã thoái xong vốn tại Vincom Retail,neutral,vneconomy.vn
VRE,2024-04-01,2024,"VRE: Link công bố tình hình thanh toán gốc, lãi trái phiếu",positive,www.hsx.vn
VRE,2024-04-01,2024,"VRE: Thông báo thời gian, địa điểm và link cung cấp tài liệu họp ĐHĐCĐ thường niên 2024",neutral,www.hsx.vn
VRE,2024-04-01,2024,Tập đoàn Vingroup (VIC) và Mitsubishi Corporation hợp tác chiến lược trong phát triển đô thị,negative,tapchicongthuong.vn
VRE,2024-03-27,2024,"Tập đoàn Vingroup (VIC) thu về 1,6 tỷ USD tiền mặt từ thương vụ bán Vincom Retail (VRE)",negative,tapchicongthuong.vn
VRE,2024-03-26,2024,"Các ETF tiếp tục bị rút ròng mạnh 2,3 nghìn tỷ trong tuần qua, lũy kế đầu năm 7,5 nghìn tỷ",neutral,vneconomy.vn
VRE,2024-03-22,2024,VRE: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 25,neutral,www.hsx.vn
VRE,2024-03-20,2024,Vingroup có thể lãi hơn 21.000 tỷ đồng từ việc bán Vincom Retail (VRE),positive,tapchicongthuong.vn
VRE,2024-03-19,2024,"Bán VRE được gần 22.000 tỷ đồng, Vingroup định làm gì với số tiền trên?",negative,vneconomy.vn
VRE,2024-03-18,2024,VRE: Link công bố Nghị quyết HĐQT số 03/2024 của VGR,negative,www.hsx.vn
VRE,2024-03-18,2024,VRE: Thông báo thay đổi nhân sự công ty,neutral,www.hsx.vn
VRE,2024-03-18,2024,"Vingroup chính thức bán vốn tại Vincom Retail, không còn là công ty mẹ",neutral,vneconomy.vn
VRE,2024-03-18,2024,"Vincom Retail (VRE) chiếm vị thế áp đảo, sở hữu 6% tổng diện tích cho thuê bán lẻ cả nước",negative,tapchicongthuong.vn
VRE,2024-03-08,2024,VRE: thông báo ngày ĐKCC để thực hiện quyền tham dự ĐHCĐ thường niên năm 2024,negative,www.hsx.vn
VRE,2024-03-04,2024,VRE: CBTT Nghị quyết HĐQT chốt danh sách cổ đông để tổ chức ĐHĐCĐ thường niên 2024,neutral,www.hsx.vn
VRE,2024-02-21,2024,VRE: Thông báo lãi suất cho kỳ tính lãi 15,positive,www.hsx.vn
VRE,2024-02-19,2024,"Có sự ủng hộ của thanh khoản, VN-Index tiếp tục tiến về ngưỡng kháng cự 1.250 điểm",neutral,vneconomy.vn
VRE,2024-02-02,2024,Cơ hội kinh doanh sinh lời hấp dẫn tại tâm điểm Quảng Trị,positive,vneconomy.vn
VRE,2024-01-31,2024,"Vingroup lợi nhuận sau thuế năm 2023 đạt 2.051 tỷ đồng, hoàn thành kế hoạch kinh doanh",positive,vneconomy.vn
VRE,2024-01-30,2024,"Vincom Retail lợi nhuận sau thuế năm 2023 đạt 4.409 tỷ đồng, tăng gần 60% so với cùng kỳ",positive,vneconomy.vn
VRE,2024-01-29,2024,"VRE: Báo cáo định kỳ tình hình thanh toán gốc, lãi trái phiếu doanh nghiệp năm 2023",positive,www.hsx.vn
VRE,2024-01-02,2024,Cuộc đua rầm rộ vào phân khúc đại siêu thị dù sức mua chưa hồi phục,neutral,vneconomy.vn
SNZ,2025-07-31,2025,Đã giải phóng mặt bằng hơn 90ha đất tại Khu công nghiệp Biên Hòa 1,neutral,vneconomy.vn
SNZ,2025-07-10,2025,Giải phóng mặt bằng khu vực ưu tiên Khu công nghiệp Biên Hòa 1 trước 1/8,negative,vneconomy.vn
SNZ,2025-06-05,2025,"Tổ chức trong nước gom không ngừng nghỉ, mua ròng 500 tỷ phiên nay",negative,vneconomy.vn
SNZ,2025-06-04,2025,Sonadezi (SNZ) góp vốn làm khu công nghiệp quy mô 288 ha tại Khánh Hoà,neutral,tapchicongthuong.vn
SNZ,2025-06-03,2025,"Khối ngoại bất ngờ gom ròng 900 tỷ, tự doanh và tổ chức xả",neutral,vneconomy.vn
SNZ,2025-05-21,2025,"Tự doanh chốt lời, khối ngoại tung tiền gom",neutral,vneconomy.vn
SNZ,2025-05-20,2025,Nhà đầu tư cá nhân mua ròng hơn 500 tỷ đồng khi VN-Index vượt xa 1.300 điểm,positive,vneconomy.vn
SNZ,2025-03-13,2025,Tổng công ty Sonadezi và Tập đoàn công nghiệp cao su Việt Nam đề nghị đầu tư kinh tế xanh và nhà ở xã hội tại Bình Thuận,negative,tapchicongthuong.vn
SNZ,2025-03-07,2025,SNZ: Ngày đăng ký cuối cùng Đại hội đồng cổ đông thường niên năm 2025,neutral,hnx.vn
SNZ,2024-09-18,2024,SNZ: Ngày đăng ký cuối cùng trả cổ tức bằng tiền mặt,negative,hnx.vn
SNZ,2024-03-01,2024,SNZ: Ngày đăng ký cuối cùng Đại hội đồng cổ đông thường niên năm 2024,negative,hnx.vn
PDR,2025-07-30,2025,PDR: Thông báo ngày ĐKCC chi trả cổ tức bằng cổ phiếu,neutral,www.hsx.vn
PDR,2025-07-29,2025,PDR: Báo cáo tình hình quản trị 6 tháng đầu năm 2025,positive,www.hsx.vn
PDR,2025-07-24,2025,PDR: Thông báo về việc nhận được công văn của UBCKNN về tài liệu báo cáo phát hành cổ phiếu để trả cổ tức,positive,www.hsx.vn
PDR,2025-07-24,2025,PDR: Thông báo về ngày đăng ký cuối cùng để thực hiện quyền nhận cổ tức bằng cổ phiếu cho cổ đông hiện hữu,positive,www.hsx.vn
PDR,2025-07-18,2025,PDR: Thông báo ký hợp đồng kiểm toán BCTC 2025,positive,www.hsx.vn
PDR,2025-07-17,2025,Dự báo lợi nhuận doanh nghiệp bất động sản quý 2/2025,positive,vneconomy.vn
PDR,2025-07-16,2025,PDR: Quyết định của HĐQT về việc triển khai phương án phát hành và hồ sơ phát hành cổ phiếu để trả cho CĐHH,negative,www.hsx.vn
PDR,2025-07-16,2025,"Doanh số bán bất động sản sẽ tăng mạnh cuối năm, cổ phiếu nào tiềm năng nhất?",neutral,vneconomy.vn
PDR,2025-07-16,2025,CBRE - Top công ty Bất động sản hàng đầu - sẽ quản lý vận hành La Pura,neutral,vneconomy.vn
PDR,2025-07-14,2025,PDR: Báo cáo kết quả giao dịch cổ phiếu của người nội bộ Nguyễn Tấn Danh,positive,www.hsx.vn
PDR,2025-07-12,2025,Cận cảnh công trường dự án La Pura ngày đêm sáng đèn,neutral,vneconomy.vn
PDR,2025-07-04,2025,Căn hộ tại TP.HCM: Từ “tiêu sản” đến tài sản đầu tư hấp dẫn,neutral,vneconomy.vn
PDR,2025-07-03,2025,PDR: Đính chính nội dung Bản sửa đổi điều lệ công ty,positive,www.hsx.vn
PDR,2025-06-30,2025,PDR: Thông báo thay đổi nhân sự - Thành viên độc lập HĐQT,positive,www.hsx.vn
PDR,2025-06-30,2025,"PDR: Bản sửa đổi Điều lệ công ty, Quy chế nội bộ về quản trị công ty, Quy chế hoạt động của HĐQT",positive,www.hsx.vn
PDR,2025-06-30,2025,PDR: Biên bản họp và Nghị quyết ĐHĐCĐ thường niên năm 2025,positive,www.hsx.vn
PDR,2025-06-27,2025,"Bất động sản Phát Đạt (PDR): Hé lộ “tin vui” tại loạt dự án, hưởng lợi từ việc sát nhập TP.HCM",neutral,tapchicongthuong.vn
PDR,2025-06-26,2025,Bất động sản Phát Đạt (PDR) muốn bán công ty con vốn nghìn tỷ đồng,positive,tapchicongthuong.vn
PDR,2025-06-25,2025,PDR lên kế hoạch chuyển nhượng 94% vốn tại công ty con,neutral,vneconomy.vn
PDR,2025-06-24,2025,Bất động sản dân cư chưa nhiều đột phá trong quý 2/2025,neutral,vneconomy.vn
PDR,2025-06-17,2025,"Khối ngoại tiếp tục đổ tiền, gom ròng nhiều nhất FPT",negative,vneconomy.vn
PDR,2025-06-17,2025,"Cổ phiếu trụ đỡ điểm, VN-Index có “cơ” vượt đỉnh?",neutral,vneconomy.vn
PDR,2025-06-17,2025,Bất động sản Phát Đạt (PDR): Sẽ tất toán toàn bộ khoản vay lớn vào năm 2026 nhờ dự án Quy Nhơn Iconic,positive,tapchicongthuong.vn
PDR,2025-06-15,2025,"Cao su Đồng Phú (PDR) “thận trọng” với mục tiêu kinh doanh, tỷ lệ chia cổ tức năm nay",neutral,tapchicongthuong.vn
PDR,2025-06-10,2025,Phó Chủ tịch PDR đăng ký bán hết cổ phiếu trước khi họp đại hội cổ đông,neutral,vneconomy.vn
PDR,2025-06-10,2025,"Bất động sản Phát Đạt (PDR): Có gần 6.200 ha đất, mục tiêu lãi năm nay tăng gấp 3,5 lần",positive,tapchicongthuong.vn
PDR,2025-06-09,2025,"Giao dịch thành công 95% quỹ hàng phân khu Zenia, dự án La Pura tạo tiếng vang tại thị trường Đông Bắc TP.HCM",positive,vneconomy.vn
PDR,2025-06-09,2025,PDR: Thông báo giao dịch cổ phiếu của Người nội bộ Nguyễn Tấn Danh,positive,api.hsx.vn
PDR,2025-05-29,2025,"PDR: Đính chính một số nội dung của Báo cáo tình hình quản trị công ty năm 2023, bổ sung một số QĐ HĐQT năm 2021, 2023",negative,api.hsx.vn
PDR,2025-05-29,2025,PDR: CBTT triển khai tổ chức họp ĐHĐCĐ TN 2025,positive,api.hsx.vn
PDR,2025-05-27,2025,"Sau sáp nhập, TP.HCM mới sẽ trở thành siêu đô thị tầm cỡ",negative,vneconomy.vn
PDR,2025-05-23,2025,PDR: Thông báo về việc niêm yết và giao dịch cổ phiếu thay đổi niêm yết,positive,api.hsx.vn
PDR,2025-05-22,2025,PDR: Quyết định về việc thay đổi đăng ký niêm yết,positive,api.hsx.vn
PDR,2025-05-12,2025,10 lợi thế vượt trội giúp La Pura thu hút giới đầu tư,positive,vneconomy.vn
PDR,2025-05-05,2025,PDR: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 38,positive,api.hsx.vn
PDR,2025-04-29,2025,PDR: Thông báo ngày ĐKCC để thực hiện quyền tham dự ĐHCĐ thường niên năm 2025,neutral,www.hsx.vn
PDR,2025-04-28,2025,PDR: Quyết định của HĐQT về việc chốt ngày ĐKCC để thực hiện quyền tham dự ĐHĐCĐTN 2025,positive,www.hsx.vn
PDR,2025-04-28,2025,PDR: Thông báo thay đổi nhân sự công ty,positive,www.hsx.vn
PDR,2025-04-24,2025,PDR: Quyết định của HĐQT thông qua việc thay đổi vốn điều lệ Công ty,positive,www.hsx.vn
PDR,2025-04-24,2025,PDR: Đính chính một số nội dung trong Báo cáo tình hình quản trị Công ty năm 2024,negative,www.hsx.vn
PDR,2025-04-24,2025,"PDR: Sửa đổi, bổ sung Điều lệ công ty",positive,www.hsx.vn
PDR,2025-04-24,2025,PDR: Thông báo công văn của UBCKNN về tài liệu báo cáo phát hành cổ phiếu để hoán đổi nợ của PDR,positive,www.hsx.vn
PDR,2025-04-23,2025,PDR: Giải trình KQKD BCTC riêng quý 1/2025 so với cùng kỳ năm trước,negative,www.hsx.vn
PDR,2025-04-21,2025,PDR: Báo cáo kết quả phát hành cổ phiếu để hoán đổi nợ,positive,www.hsx.vn
PDR,2025-04-21,2025,PDR: Thông báo thay đổi số lượng cổ phiếu có quyền biểu quyết đang lưu hành,negative,www.hsx.vn
PDR,2025-04-21,2025,PDR: Báo cáo thường niên năm 2024,positive,www.hsx.vn
PDR,2025-04-17,2025,"PDR hoán nợ thành công hơn 34 triệu cổ phiếu, giá 20.000 đồng/cp cho ACA",positive,vneconomy.vn
PDR,2025-04-16,2025,PDR: Thông báo nhận được công văn của UBCKNN về hồ sơ đăng ký phát hành cổ phiếu để hoán đổi nợ,negative,www.hsx.vn
PDR,2025-04-11,2025,PDR: Báo cáo kết quả giao dịch cổ phiếu của Người nội bộ Nguyễn Văn Đạt,positive,www.hsx.vn
PDR,2025-04-11,2025,PDR: Báo cáo kết quả giao dịch cổ phiếu của tổ chức có liên quan đến Người nội bộ Công ty TNHH Phát Đạt Holdings,positive,www.hsx.vn
PDR,2025-04-11,2025,"LPBS thông báo bán giải chấp hơn 2,2 triệu PDR của tổ chức liên quan Chủ tịch Nguyễn Văn Đạt",positive,vneconomy.vn
PDR,2025-04-03,2025,HOSE nhắc nhở một loạt công ty chậm nộp báo cáo tài chính kiểm toán 2024,neutral,vneconomy.vn
PDR,2025-04-01,2025,PDR: Quyết định của HĐQT về việc gia hạn thời gian tổ chức ĐHĐCĐ thường niên năm 2025,positive,www.hsx.vn
PDR,2025-03-25,2025,Vụ thao túng giá cổ phiếu PDR: Phát Đạt nói Ban lãnh đạo không liên quan,positive,vneconomy.vn
PDR,2025-03-24,2025,Hai cá nhân dùng 164 tài khoản thao túng giá cổ phiếu PDR,negative,vneconomy.vn
PDR,2025-03-14,2025,PDR: Báo cáo kết quả giao dịch cổ phiếu của Người nội bộ Lê Quang Phúc,positive,www.hsx.vn
PDR,2025-03-12,2025,PDR bất ngờ điều chỉnh giảm 50% doanh thu và 70% lợi nhuận năm 2024,positive,vneconomy.vn
PDR,2025-02-28,2025,Bất động sản Phát Đạt (PDR) khẳng định vị thế với chiến lược đột phá năm 2025,positive,tapchicongthuong.vn
PDR,2025-02-20,2025,PDR: Đính chính một số nội dung Báo cáo tình hình quản trị công ty năm 2024,negative,www.hsx.vn
PDR,2025-02-18,2025,PDR: Thông báo giao dịch cổ phiếu của Người nội bộ Lê Quang Phúc,positive,www.hsx.vn
PDR,2025-02-03,2025,"Cập nhật lợi nhuận quý 4/2024: Toàn thị trường tăng 20,9%, Bất động sản bứt phá",positive,vneconomy.vn
PDR,2025-02-03,2025,PDR: Báo cáo kết quả giao dịch cổ phiếu của người nội bộ Trương Ngọc Dũng,positive,www.hsx.vn
PDR,2025-01-22,2025,PDR: Thông báo thay đổi nhân sự - bổ nhiệm Bà Đặng Việt Tú Uyên,positive,www.hsx.vn
PDR,2025-01-22,2025,PDR: Thông báo thay đổi nhân sự - bổ nhiệm Ông Nguyễn Hữu,positive,www.hsx.vn
PDR,2025-01-21,2025,"Tổng giám đốc PDR đã bán hết hơn 1,4 triệu cổ phiếu",negative,vneconomy.vn
PDR,2025-01-21,2025,Nhóm nào tiềm năng tăng giá tốt nhờ tăng trưởng kinh tế năm 2025?,positive,vneconomy.vn
PDR,2025-01-20,2025,PDR: Báo cáo kết quả giao dịch cổ phiếu của Người nội bộ Bùi Quang Anh Vũ,positive,www.hsx.vn
PDR,2025-01-13,2025,Dự án 10.800 tỷ đồng của Bất động sản Phát Đạt (PDR) sắp đón bước ngoặt pháp lý,positive,tapchicongthuong.vn
PDR,2025-01-09,2025,PDR nói gì khi 3/5 lãnh đạo công ty bán cổ phiếu,neutral,vneconomy.vn
PDR,2025-01-09,2025,Bất động sản Phát Đạt (PDR) nói gì về việc các lãnh đạo đăng ký bán cổ phiếu?,positive,tapchicongthuong.vn
PDR,2025-01-08,2025,"Khối ngoại bán ròng cổ phiếu công nghệ tại Việt Nam, một mã bị xả 230 tỷ",negative,vneconomy.vn
PDR,2025-01-07,2025,3/5 thành viên lãnh đạo PDR đăng ký bán cổ phiếu,neutral,vneconomy.vn
PDR,2025-01-06,2025,"Thị trường tiếp tục giảm mạnh, khối ngoại tranh thủ bắt đáy, cá nhân cắt lỗ",negative,vneconomy.vn
PDR,2025-01-06,2025,"Loạt blue-chips giảm sâu đánh gãy mốc 1250 điểm, khối ngoại mua ròng trở lại",neutral,vneconomy.vn
PDR,2025-01-06,2025,"PDR: Thông báo giao dịch cổ phiếu của Người nội bộ Trương Ngọc Dũng, Nguyễn Khắc Sinh, Bùi Quang Anh Vũ",neutral,api.hsx.vn
PDR,2025-01-06,2025,Tổng giám đốc Bất động sản Phát Đạt (PDR) muốn bán toàn bộ cổ phiếu đang có,neutral,tapchicongthuong.vn
PDR,2025-01-04,2025,Tập đoàn Nam Long (NLG) muốn chào bán cổ phiếu cho cổ đông hiện hữu,neutral,tapchicongthuong.vn
PDR,2025-01-01,2025,"Thất bại trong năm 2024, cổ phiếu bất động sản sẽ lội ngược dòng năm nay nhờ lợi nhuận bật tăng hai chữ số?",neutral,vneconomy.vn
PDR,2025-01-01,2025,"Lãi ròng Bất động sản Phát Đạt, Nhà Khang Điền, Vinhomes… dự báo tăng mạnh trong quý 4/2024",positive,tapchicongthuong.vn
PDR,2024-12-30,2024,"Vốn ngoại đột ngột mua mạnh loạt cổ phiếu ngân hàng, HDB tăng kịch trần",positive,vneconomy.vn
PDR,2024-12-27,2024,"Bất động sản hồi phục tích cực, thị trường miền Trung hưởng “sóng”",positive,vneconomy.vn
PDR,2024-12-27,2024,Bất động sản Phát Đạt (PDR): Thêm gần 600 nền đất tại KĐT Bắc Hà Thanh được phép mở bán,positive,tapchicongthuong.vn
PDR,2024-12-25,2024,Bất động sản Phát Đạt (PDR) được vinh danh trong Top 100 Thương hiệu Sao Vàng Đất Việt 2024,positive,tapchicongthuong.vn
PDR,2024-12-22,2024,Bất động sản Phát Đạt (PDR) thâu tóm “khu đất vàng” nội đô TP.Hồ Chí Minh,positive,tapchicongthuong.vn
PDR,2024-12-20,2024,PDR: Nghị quyết HĐQT về việc thông qua chủ trương đồng ý mua tài sản,positive,www.hsx.vn
PDR,2024-12-19,2024,"Vn-Index giảm mạnh nhất 1 tháng, khối ngoại bán ròng ""rát""",negative,vneconomy.vn
PDR,2024-12-19,2024,"Áp lực từ chứng khoán thế giới nhuộm đỏ bảng điện, tiền bắt đáy hoạt động tích cực",neutral,vneconomy.vn
PDR,2024-12-19,2024,Bất động sản Phát Đạt (PDR) giải ngân hơn 1.100 tỷ đồng cho loạt dự án trọng điểm,positive,tapchicongthuong.vn
PDR,2024-12-16,2024,"Dòng tiền bắt đáy quanh mốc 1260 điểm, VN-Index đảo chiều thành công",positive,vneconomy.vn
PDR,2024-12-05,2024,"“Nhịn” không nổi, tiền lớn đổ ào vào mua, VN-Index tăng dựng đứng kỷ lục 16 tuần",neutral,vneconomy.vn
PDR,2024-12-04,2024,"Bất động sản Phát đạt (PDR): 181 căn Quy Nhơn Iconic được đặt chỗ, nhiều khách hàng phải chờ đợt 2",positive,tapchicongthuong.vn
PDR,2024-12-02,2024,PDR: Nghị quyết HĐQT số 27/2024 ngày 02/12/2024,negative,www.hsx.vn
PDR,2024-11-27,2024,Chứng khoán Maybank: Bất động sản kỳ vọng lợi nhuận mạnh mẽ trong quý 4/2024,positive,tapchicongthuong.vn
PDR,2024-11-22,2024,Bình Định: Tạm dừng chuyển nhượng một số lô đất trong khu kinh tế Nhơn Hội,negative,vneconomy.vn
PDR,2024-11-11,2024,"Bất động sản Phát Đạt (PDR): Dự án Bắc Hà Thanh đã có Sổ hồng, bước vào giai đoạn kinh doanh",neutral,tapchicongthuong.vn
PDR,2024-11-04,2024,Bất động sản Phát Đạt (PDR) hoàn thành nghĩa vụ tài chính Dự án Bắc Hà Thanh,positive,tapchicongthuong.vn
PDR,2024-10-28,2024,"Thanh khoản dần cạn kiệt, đáy đã ở quanh đây?",negative,vneconomy.vn
PDR,2024-10-27,2024,Chứng khoán VNDirect: Lực cầu bắt đáy có thể xuất hiện quanh vùng 1.240-1.245 điểm,neutral,tapchicongthuong.vn
PDR,2024-10-21,2024,"Bất động sản Phát Đạt (PDR): Chuẩn bị mở bán 2 dự án trọng điểm, hé lộ 2 dự án lớn cho năm 2025",neutral,tapchicongthuong.vn
PDR,2024-10-15,2024,PDR: Thông báo thay đổi nhân sự - Miễn nhiệm chức vụ Phó Tổng Giám đốc,negative,www.hsx.vn
PDR,2024-10-12,2024,"Bất động sản Phát Đạt (PDR): Doanh thu tài chính tăng mạnh, dự án trọng điểm Bắc Hà Thanh tăng tốc",positive,tapchicongthuong.vn
PDR,2024-10-11,2024,PDR: Giải trình KQKD HN và Cty mẹ quý 3/2024 so với cùng kỳ năm trước,negative,www.hsx.vn
PDR,2024-10-10,2024,Bất động sản Phát Đạt (PDR): Dự án Bắc Hà Thanh được cấp Giấy phép xây dựng giai đoạn 2,positive,tapchicongthuong.vn
PDR,2024-10-02,2024,PDR: Đính chính về việc thay đổi nội dung Nghị quyết HĐQT số 23/024 ngày 30/09/2024,negative,www.hsx.vn
PDR,2024-10-02,2024,PDR chốt thời gian cơ cấu khoản vay 30 triệu USD,neutral,vneconomy.vn
PDR,2024-10-02,2024,Bất động sản Phát Đạt (PDR) chuẩn bị đón cổ đông “đặc biệt” đến từ Nhật Bản,positive,tapchicongthuong.vn
PDR,2024-10-01,2024,"Bất động sản Phát Đạt (PDR) ""mạnh tay"" chiết khấu cho cổ đông khi mua nhà",positive,tapchicongthuong.vn
PDR,2024-09-30,2024,PDR: Nghị quyết HĐQT về việc thông qua chính sách tri ân khách hàng là cổ đông Công ty,positive,www.hsx.vn
PDR,2024-09-26,2024,PDR: Thông báo thay đổi nhân sự - Miễn nhiệm chức vụ Kế toán trưởng,positive,www.hsx.vn
PDR,2024-09-26,2024,PDR: Thông báo thay đổi nhân sự - Bổ nhiệm chức vụ Kế toán trưởng,positive,www.hsx.vn
PDR,2024-09-25,2024,PDR: Báo cáo kết quả giao dịch cổ phiếu người liên quan của Người nội bộ Nguyễn Thị Minh Thư,positive,www.hsx.vn
PDR,2024-09-24,2024,Bất động sản Phát Đạt (PDR): Dự án Khu Đô thị Bắc Hà Thanh chính thức được phê duyệt giá đất,positive,tapchicongthuong.vn
PDR,2024-09-23,2024,PDR: Báo cáo kết quả giao dịch cổ phiếu của Người nội bộ Nguyễn Tấn Danh,positive,www.hsx.vn
PDR,2024-09-18,2024,Bất động sản Phát Đạt (PDR): Tổ hợp Dự án Thuận An 1& 2 nhận đủ Giấy phép xây dựng,positive,tapchicongthuong.vn
PDR,2024-09-17,2024,Bất động sản Phát Đạt (PDR) nói gì về thông tin phát hành lô trái phiếu gần 3.500 tỷ đồng?,neutral,tapchicongthuong.vn
PDR,2024-09-08,2024,"Bắt tay đối tác lớn, Bất động sản Phát Đạt (PDR) quay lại “đường đua” bất động sản KCN",positive,tapchicongthuong.vn
PDR,2024-09-02,2024,Hai con Chủ tịch Bất động sản Phát Đạt (PDR) chấp nhận cắt lỗ hàng triệu cổ phiếu PDR?,neutral,tapchicongthuong.vn
PDR,2024-08-31,2024,"Hai con của Chủ tịch Phát Đạt muốn bán ra 1,7 triệu cổ phiếu PDR",positive,vneconomy.vn
PDR,2024-08-30,2024,PDR: Thông báo giao dịch cổ phiếu của người nội bộ Nguyễn Tấn Danh,positive,www.hsx.vn
PDR,2024-08-30,2024,PDR: Thông báo giao dịch cổ phiếu của người có liên quan đến người nội bộ Nguyễn Thị Minh Thư,positive,www.hsx.vn
PDR,2024-08-29,2024,PDR: Giải trình chênh lệch lợi nhuận sau thuế 6 tháng đầu năm 2024 so với 6 tháng đầu năm 2023,positive,www.hsx.vn
PDR,2024-08-24,2024,"Bất động sản Phát Đạt (PDR) dừng việc trả cổ tức, dồn lực cho phát hành hoán đổi nợ",positive,tapchicongthuong.vn
PDR,2024-08-23,2024,PDR: Quyết định của HĐQT về việc tạm dừng triển khai phương án phát hành CP trả cổ tức và hủy QĐ số 18,negative,www.hsx.vn
PDR,2024-08-21,2024,Bất động sản Phát Đạt (PDR) khẳng định không liên quan đến Dự án Vịnh Xuân Đài,positive,tapchicongthuong.vn
PDR,2024-08-21,2024,"Bất động sản Phát Đạt (PDR): Dự án Bắc Hà Thanh đủ điều kiện để thực hiện các thủ tục chuyển nhượng theo hình thức phân lô, bán nền",neutral,tapchicongthuong.vn
PDR,2024-08-19,2024,"Bất động sản Phát Đạt (PDR): Đang hoàn thiện hồ sơ để “phân lô, bán nền” tại KĐT Bắc Hà Thanh",neutral,tapchicongthuong.vn
PDR,2024-08-16,2024,"Chủ tịch Bất động sản Phát Đạt (PDR): Sẽ có nhiều tin vui nửa cuối năm, hé lộ “vũ khí chiến lược”",neutral,tapchicongthuong.vn
PDR,2024-08-13,2024,"Bất động sản Phát Đạt (PDR): Dự án Bắc Hà Thanh thi công vượt tiến độ, sắp mở bán GĐ1",positive,tapchicongthuong.vn
PDR,2024-07-29,2024,Bất động sản Phát Đạt (PDR) đã chuyển nhượng xong 25% vốn tại BIDICI,positive,tapchicongthuong.vn
PDR,2024-07-21,2024,"Phó chủ tịch và con gái Chủ tịch PDR ""quay xe"" không bán cổ phiếu như đăng ký",neutral,vneconomy.vn
PDR,2024-07-20,2024,"Hụt khoản doanh thu tài chính, lãi công ty mẹ Bất động sản Phát Đạt (PDR) “bốc hơi” 82%",positive,tapchicongthuong.vn
PDR,2024-07-19,2024,PDR: Báo cáo kết quả giao dịch cổ phiếu của người có liên quan đến người nội bộ Nguyễn Thị Minh Thư,positive,www.hsx.vn
PDR,2024-07-19,2024,PDR: Giải trình biến động kết quả kinh doanh quý 2/2024 so với quý 2/2023,negative,www.hsx.vn
PDR,2024-07-19,2024,Cả nước thêm 10 dự án khu công nghiệp được chấp thuận chủ trương đầu tư,neutral,vneconomy.vn
PDR,2024-07-16,2024,PDR: Báo cáo tình hình quản trị Công ty 06 tháng đầu năm 2024,positive,www.hsx.vn
PDR,2024-07-10,2024,PDR: Thông báo về việc giao dịch cổ phiếu thay đổi đăng ký niêm yết,positive,www.hsx.vn
PDR,2024-07-05,2024,PDR: Quyết định về việc thay đổi đăng ký niêm yết,positive,www.hsx.vn
PDR,2024-07-05,2024,PDR: CBTT Nghị quyết HĐQT về việc triển khai phương án phát hành cổ phiếu để trả cổ tức,positive,www.hsx.vn
PDR,2024-07-01,2024,Bất động sản Phát Đạt (PDR): Tiếp tục được UBND Bình Định bàn giao đất tại dự án trọng điểm,positive,tapchicongthuong.vn
PDR,2024-06-25,2024,PDR: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 37,positive,www.hsx.vn
PDR,2024-06-25,2024,PDR: Bản sửa đổi Điều lệ công ty,positive,www.hsx.vn
PDR,2024-06-24,2024,PDR: Thông báo ký kết hợp đồng kiểm toán BCTC 2024,positive,www.hsx.vn
PDR,2024-06-21,2024,PDR: Thông báo chủ trương chuyển nhượng cổ phần tại Công ty liên kết,positive,www.hsx.vn
PDR,2024-06-19,2024,PDR: CBTT nhận được công văn của UBCK về báo cáo kết quả chào bán cổ phiếu ra công chúng,positive,www.hsx.vn
PDR,2024-06-18,2024,"PDR: Báo cáo kết quả giao dịch cổ phiếu của người nội bộ Nguyễn Đình Trí, Trương Ngọc Dũng",positive,www.hsx.vn
PDR,2024-06-18,2024,PDR: Thông báo giao dịch cổ phiếu của người có liên quan đến người nội bộ Nguyễn Thị Minh Thư,positive,www.hsx.vn
PDR,2024-06-16,2024,Doanh nghiệp bất động sản vẫn đối diện với thách thức,neutral,vneconomy.vn
PDR,2024-06-14,2024,PDR: Thông báo giao dịch cổ phiếu của người nội bộ Nguyễn Tấn Danh,positive,www.hsx.vn
PDR,2024-06-14,2024,PDR: Báo cáo kết quả giao dịch cổ phiếu của người nội bộ Phan Lê Hòa,positive,www.hsx.vn
